text,lang,id,political,racial/ethnic,religious,gender/sexual,vilification,dehumanization,extreme_language,lack_of_empathy,stereotype,invalidation,other,polarization
@realDonaldTrump Actually it’s not. Hope you have the 💩iest Father’s Day EVER!! #Dickhead #HappyFathersDayObama https://t.co/yuwujN93be,eng,hasoc_en_2649,0,0,0,0,0,0,1,0,0,0,1,1
Dhoni responds to ICC on GLOVES controversy  https://t.co/g3snBPmxTO @msdhoni  #DhoniKeepsTheGlove,eng,hasoc_en_2650,0,0,0,0,0,0,0,0,0,0,0,0
Doctors studded almost half of thire life just become a worthy of that WHITE COAT &amp,eng,hasoc_en_2651,0,1,0,0,0,0,0,0,0,0,0,1
You are one sick fuck #dickhead https://t.co/2yYIt4KpuA,eng,hasoc_en_2652,0,0,0,0,0,0,0,0,0,0,0,0
@BrianKarem @realDonaldTrump Ur not being fair to the Man Baby! #fucktrump #VetsAgainstTrump #fuckthatguy https://t.co/7MbmEsMr9F,eng,hasoc_en_2653,0,0,0,1,0,0,0,0,0,0,0,1
Keep talking Donald. #ImpeachtheMF #FuckTrump #maga #FOXNews @GOP https://t.co/gmAg19WNFz via @HuffPostPol,eng,hasoc_en_2656,0,0,0,0,0,0,0,0,0,0,0,0
@DearAuntCrabby @pkb50 #TrumpIsATraitor  #McCainsAHero #HappyJohnMcCainDay and do not forget #PenceKnewEverything,eng,hasoc_en_2659,0,0,0,0,0,0,0,0,0,0,0,0
Hey @ICC what are you doing about the poor management of grounds? Please do something otherwise people will start losing interest in #iccworldcup2019 #ShameOnICC,eng,hasoc_en_2660,0,0,0,0,0,0,0,0,0,0,0,0
Makes sense to me. #rapist https://t.co/dD8gfGbCH8,eng,hasoc_en_2662,0,0,0,0,0,0,0,0,0,0,0,0
@robreiner Those who voted him in are just as disgusting as he is. Shame!!! #fucktrump #TrumpsAnInternationalDisgrace,eng,hasoc_en_2663,0,0,0,0,0,0,1,0,0,0,1,1
@SenSchumer That tweet is GOLDEN coming from you @SenSchumer...    What kind of FATHER gets his DAUGHTER'S friend PREGNANT not once but twice &amp,eng,hasoc_en_2666,0,0,0,0,0,0,0,0,0,0,0,0
@SenBlumenthal Shouldn't you be out pretending to be a war hero? #Fake #Douchebag https://t.co/mLLproiuEO,eng,hasoc_en_2667,0,0,0,0,0,0,0,0,0,0,0,0
U.S. court rules against #HaterTrump in immigrant teen abortion case #TrumpIsATraitor  https://t.co/aXLrBvuB9x,eng,hasoc_en_2669,0,1,0,0,0,0,0,0,0,0,0,1
@PritishNandy How low can u fall in ur hate for BJP? You are even willing to condone the murder of hindus in Bengal....have some shame. #shameless @MamataOfficial is a #murderer #Didler #MamataKaTerror,eng,hasoc_en_2670,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump America needs a new president. #TrumpIsATraitor,eng,hasoc_en_2672,0,0,0,0,0,0,0,0,0,0,0,0
With due regards to doctors who are currently crying for their own safety....it's a known fact that doctors tend to b highhanded at times in govt. teaching hospitals. They shd understand that they r not gods and r here to serve humanity.#DoctorsFightBack,eng,hasoc_en_2673,0,0,0,0,0,0,0,0,0,0,0,0
@awudrick Guy is such a #douchebag his man card should be revoked,eng,hasoc_en_2675,0,0,0,1,0,0,0,0,0,0,0,1
@realDonaldTrump @POTUS Some day you will be able to use the program yourself if you not in for life!  #TrumpIsATraitor   #TrumpCrimeFamily,eng,hasoc_en_2676,0,0,0,0,0,0,0,0,0,0,0,0
The #Trump staff can't get its lies right once again.    #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident #TankerAttack   https://t.co/Prw4unRdbP,eng,hasoc_en_2679,1,0,0,0,0,0,0,0,0,0,0,1
@yohiobaseball @TheLastRefuge2 #BoycottChina if you want a system of fair and reciprocal trade.,eng,hasoc_en_2680,0,0,0,0,0,0,0,0,0,0,0,0
@JeffreyToobin Look at him...enjoying life...He robbed 2 people of theirs and couldn’t care less...#Murderer,eng,hasoc_en_2681,0,0,0,0,0,0,0,0,0,0,0,0
@ICC  now if you have some time in between watching Dhoni's glows .. look at this suspicious activity also. @BCCI   #IndvsAus #DhoniKeepsTheGlove https://t.co/LOBLN9f2dS,eng,hasoc_en_2682,0,0,0,0,0,0,0,0,0,0,0,0
'Mini-Trump across the Channel': EU media on Boris Johnson as British PM https://t.co/jGqko1eruG by @jonhenley #BorisJohnsonShouldNotBePM,eng,hasoc_en_2683,1,0,0,0,0,0,0,0,0,0,0,1
Everyone have rights &amp,eng,hasoc_en_2684,0,0,0,0,0,0,0,0,0,0,0,0
🗣Fuck #America and this health care shit. These motherfuckas raping us with this shit. #fucktrump. Got nobody else to blame 🤷🏾‍♂️,eng,hasoc_en_2685,0,0,0,0,0,0,0,0,0,0,0,0
Misspelled 'getting evicted from medieval monastery you can't afford'  #BolsonaroEnvergonhaoBrasil #douchebag https://t.co/WCAAJBhib9,eng,hasoc_en_2686,0,0,0,0,0,0,0,0,0,0,0,0
.  Why #trump does NOT Pay his bills?    Because:    #DonTheCon is a grifter  #TinyHands is a mobster    #TrumpIsATraitor  &amp,eng,hasoc_en_2689,1,0,0,0,0,0,0,0,0,0,0,1
Happy birthday @realDonaldTrump. My dog made this for you. Don't eat it all in one sitting.   #fucktrump #DeferrmentDonny #EatShit https://t.co/XdzOOPN8jQ,eng,hasoc_en_2691,0,0,0,0,0,0,0,0,0,0,0,0
#FuckTrump #treason     Hey @realDonaldTrump. Benedict Arnold called. He says thanks for taking the heat off him. https://t.co/p8E64f5iLS,eng,hasoc_en_2693,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @nytimes @CNN There is only ONE enemy of the state: YOU #LyingTrump #moneylaundering #rapist,eng,hasoc_en_2695,0,0,0,0,0,0,0,0,0,0,0,0
#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris https://t.co/JSId4SbyIE,eng,hasoc_en_2698,0,0,0,0,0,0,0,0,0,0,0,0
Pic 1: Indian grounds   Pic 2: other grounds   Are @ICC mad for choosing  England for the venue of #ICCCricketWorldCup2019 you may consider the climate  there #ShameOnICC #ICCWC2019 #ICCWorldCup2019 @BCCI @cricketworldcup #Shame 😠 https://t.co/hBHeBgUwD9,eng,hasoc_en_2699,0,0,0,0,0,0,0,0,0,0,0,0
@WalshFreedom @CNBC And you're still a #Douchebag,eng,hasoc_en_2700,0,0,0,0,0,0,0,0,0,0,0,0
Trump’s Lawyers Say Congress Can’t Subpoena His Finances Because Nancy Pelosi Refuses to Impeach #Resist #ResistTrump #FuckTrump https://t.co/Rv03oLvfA8,eng,hasoc_en_2702,1,0,0,0,0,0,0,0,0,0,0,1
@RebeccaEMenzies I’d be a twat and reply back like an old English teach and correct all of their grammar 😉 #dickhead,eng,hasoc_en_2703,0,0,0,0,0,0,0,0,0,0,0,0
Judge rules Navy SEAL #EddieGallagher murder trial will proceed - The San Diego Union-Tribune #FreeEddie #Murderer #Navy  https://t.co/Q6KrfrQW7D,eng,hasoc_en_2704,0,0,0,0,0,0,0,0,0,0,0,0
@ICC This is For You   #ShameOnICC https://t.co/5A0H7mM3pq,eng,hasoc_en_2705,0,0,0,0,0,0,0,0,0,0,0,0
@ICC why the hell fixed the schedules without confirming the weather forecast??  #ShameOnICC #CWC19 #TeamIndia  Alteast give the players some scuba gears to rectify your mess.. https://t.co/i7txkfxZBq,eng,hasoc_en_2706,0,0,0,0,0,0,1,0,0,0,1,1
@ICC Proved that icc is biased to England  #Shameonicc,eng,hasoc_en_2707,0,0,0,0,0,0,0,0,0,0,0,0
@drgeorgekro @realDonaldTrump https://t.co/wQKrsxlw3V    Agree. By The hand of @HillaryClinton. 🤣😂🤣 #douchebag,eng,hasoc_en_2712,0,0,0,0,0,0,0,0,0,0,0,0
@jakthedevil @ICC These kind of tweets and logics are result of watching Kapil Sharma’s show. That’s all.     #DhoniKeepsTheGlove #Dhoni #CWC19 #TeamIndia https://t.co/fA86oCa7na,eng,hasoc_en_2713,0,0,0,0,0,0,0,0,0,0,0,0
@RepChrisStewart ——    @RepChrisStewart hitched himself to the #TrumpTrain of lies today.      Chris will get an education as he’s dragged through the mud.     Sad!    #VoteBlueNoMatterWho   #TrumpIsATraitor     ——-,eng,hasoc_en_2715,0,0,0,0,0,0,0,0,0,0,0,0
@rayleengale #Vote     #StrongerTogether     #LoveIsLove and of course .....     #FuckTrump #BlueSenate2020     💙,eng,hasoc_en_2716,0,0,0,0,0,0,0,0,0,0,0,0
Is God a Tory? Waiting to be anointed.   #BorisJohnsonShouldNotBePM https://t.co/UNtLLR2PBy,eng,hasoc_en_2718,0,0,0,0,0,0,0,0,0,0,0,0
@Franklin_Graham That’s a real Christian attitude you have. #douchebag,eng,hasoc_en_2720,0,0,1,0,0,0,0,0,0,0,0,1
@arvindcTOI @zoo_bear So what? Watch cricket and Jai shree ram #DhoniKeepsTheGlove,eng,hasoc_en_2721,0,0,0,0,0,0,0,0,0,0,0,0
Hey @realDonaldTrump     Three words. 'Prince of WHALES...'  😂😂😂😂😂😂    #Trump #TrumpIsAMoron #TrumpIsADisgrace #TrumpIsAFraud #GOP #resist #Resistance #TrumpIsAnInternationalDisgrace #TrumpIsATraitor #GOP #Republican https://t.co/Q2G9lhfxe6,eng,hasoc_en_2722,1,0,0,0,0,0,0,0,0,0,0,1
@ICC This Insignia belongs to World oldest special forces It’s shows bravery and sacrifices made by those brave soldiers. Respecting and remembering them is not crime @msdhoni represented entire Special forces community by using those gloves #DhoniKeepsTh,eng,hasoc_en_2723,0,0,0,0,0,0,0,0,0,0,0,0
Ken Clarke doing his best impression of Michael Palin after being soaked in brandy for thirty years  #ToryLeadeshipContest #MichaelGove #BorisJohnsonShouldNotBePM https://t.co/Nvx87dTAl5,eng,hasoc_en_2727,0,0,0,0,0,0,0,0,0,0,0,0
We have fought many battles in our life. We have saved many people. Sacrificed many things for the people who bitch about us on our back and never stood and will stand with us. But we know what we are capable of. And we will.....👇    #GoDoctors  #DoctorsFightBack #SaveTheDoctors https://t.co/PdhV628H44,eng,hasoc_en_2728,0,0,0,0,0,0,0,0,0,0,0,0
If any other country handles the way ICC handles they will them up for poor preparation     #ShameOnICC,eng,hasoc_en_2729,0,0,0,0,0,0,0,0,0,0,0,0
@DavidWohl You fool .  Blocked! #TrumpIsATraitor #ImpeachTrumpNow https://t.co/EZx926HFtV,eng,hasoc_en_2730,0,0,0,0,0,0,0,0,0,0,0,0
@kaitlancollins Of course not!! #TrumpIsATraitor https://t.co/EFycXxONwh,eng,hasoc_en_2731,0,0,0,0,0,0,1,0,0,0,1,1
#ShameOnICC @ICC @cricketworldcup  @ICCLive  @T20WorldCup      #ShameOnICC  see India vs pak is also gone..... Fuck off @ICC   Worst World Cup series... https://t.co/Qf9yjX9VWW https://t.co/KkkWcSZVjZ,eng,hasoc_en_2732,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @senatemajldr @MarkWarner Happy #JohnMCainDay  #TrumpsWorseThanNixon  #TrumpIsATraitor  #TrumpIsNotExonerated  #TrumpIsACriminal,eng,hasoc_en_2733,0,0,0,0,0,0,0,0,0,0,0,0
Facts are Facts. #TrumpLies #TrumpLiesEveryTimeHeSpeaks  #trumpisatraitor https://t.co/X4uhAU9uDa,eng,hasoc_en_2734,0,0,0,0,0,0,0,0,0,0,0,0
TIMEWEAR Blue Dial Brown Strap Watch @ Rs.229    https://t.co/c4RNuWcsdB    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,eng,hasoc_en_2736,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump #LyingPresident #TrumpIsACrook #TrumpIsATraitor #TrumpIsATraitor #LyingPresident #TrumpIsACrook You cheated to win this election and that is your legacy! There were always be an asterisk* by your name. *Cheated with Putin to win the elect,eng,hasoc_en_2739,1,0,0,0,0,0,0,0,0,0,0,1
@newtgingrich your @Newsweek opinion piece is a joke...just like you.    https://t.co/az1C7U2elj    #fucknewtgingrich #fucktrump #fuckthegop #draintheswamp #voteoutgop #gop #politics,eng,hasoc_en_2741,0,0,0,0,0,0,0,0,0,0,0,0
#Trump puts golf before country! #TrumpIsATraitor,eng,hasoc_en_2742,1,0,0,0,0,0,0,0,0,0,0,1
Trump: I never took any help from Russia.    ...And I'd absolutely do it again.    #ImpeachTrumpNow #TrumpTreason #TrumpIsATraitor   https://t.co/Rb8OpigOnL,eng,hasoc_en_2743,1,0,0,0,0,0,0,0,0,0,0,1
@tedlieu I would bet That Trump has a welcome mate to all foreign powers who have information on the democratic party @ the oval office doorway.   #TrumpIsATraitor,eng,hasoc_en_2745,1,0,0,0,0,0,0,0,0,0,0,1
Is there anywhere I can escape this shite? #FuckTrump #Ibelieveher #IStillBelieveHer https://t.co/rfgor4kHLK,eng,hasoc_en_2746,0,0,0,0,0,0,0,0,0,0,0,0
@SadiqKhan @CrimestoppersUK Their blood is on YOUR hands! You are as guilty for their murder as those that held the knife and gun! #Murderer,eng,hasoc_en_2747,0,0,0,0,0,0,0,0,0,0,0,0
Now we can confirm the true crisis at the border now that Canada has won the @NBA finals? #FuckTrump #RaptorsInSix,eng,hasoc_en_2750,0,0,0,0,0,0,0,0,0,0,0,0
We need fast trial of each and every Rape Case    No matter Accused is Muslim or Hindu    Death Penalty for Rape Crime    #Kathuaverdict #Kathua #SanjiRam     #YuvrajSingh #DhoniKeepsTheGlove #Dhoni #GirishKarnad #INDvAUS #IndianCricketTeam #IndvsPak #tiktokindia #tiktokhot #MumbaiRains,eng,hasoc_en_2751,0,0,1,0,0,0,1,0,0,0,0,1
Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/bzQdQSy57b,eng,hasoc_en_2752,1,0,0,0,0,0,0,0,0,0,0,1
Its not a club level cricket it's big event  which comes ones in four years. Really frustrating badly.#ShameOnICC,eng,hasoc_en_2753,0,0,0,0,0,0,0,0,0,0,0,0
Ancestor behaviour you are NOT proud of .... Charles Peace #burglar #murderer ..... can’t choose your fam https://t.co/wuXUYA01hd,eng,hasoc_en_2754,0,0,0,0,0,0,0,0,0,0,0,0
#SHAMEONICC for not keeping reserve days.  Looks like Ind vs Pak will get washed out.  Get ready for the massive rage.  @ICC @cricketworldcup #WorldCup2019,eng,hasoc_en_2755,0,0,0,0,0,0,0,0,0,0,0,0
There’s NO justification for assault on Doctors.    ▪️We need transparent medical negligence protocols. So the public can be assured of action in genuine cases.     ▪️Sensitisation of Doctors &amp,eng,hasoc_en_2756,0,0,0,0,0,0,0,0,0,0,0,0
@ICC ..don't know why it is focusing on a point which has no effect in the game play of world cup by leaving #umpires who are changing the chances of winnings of teams with their wrong decisions...work on topics which need to be improved rather than our m,eng,hasoc_en_2757,0,0,0,0,0,0,0,0,0,0,0,0
@dharmasena_k @ICC @ICCMediaComms @ICCLive @cricketworldcup Shame on poor poor onfield umpiring. How can you appoint so dissappointing and illeterate umpires like you. #ShameOnICC,eng,hasoc_en_2759,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove Under no circumstances shud u take these insignias off ur gloves. #MahendraSinghDhoni,eng,hasoc_en_2760,0,0,0,0,0,0,0,0,0,0,0,0
ICC means (islamic cricket council)  Pakistan team ??   Shame you icc   love you mahi 💗💗#DhoniKeepsTheGlove https://t.co/gjJGBnefvw,eng,hasoc_en_2761,0,0,0,0,0,0,1,0,0,0,1,1
Trump is a #liar  #beggarman   #grifter   #thief  #FuckTrump  #VOTE https://t.co/HH9VYMWFTj,eng,hasoc_en_2762,1,0,0,0,0,0,0,0,0,0,0,1
@Queerty LMAO! 😅   Gross. 😐   What a trainwreck.   Gay #douchebag,eng,hasoc_en_2765,0,0,0,1,0,0,0,0,0,0,0,1
@hd_kumaraswamy Where are you? Why isn't this case with CBI yet? We don't want your SIT. We know they will not do the job. Please transfer case to CBI. What are you afraid of?  #IMAJewels   #IMAJewelsFraud   #IMAFraud  #IMA  #IMAFraudCase https://t.co/Tcx,eng,hasoc_en_2767,0,0,0,0,0,0,0,0,0,0,0,0
#DoctorsFightBack we want justice https://t.co/ONUdOhagX3,eng,hasoc_en_2768,0,0,0,0,0,0,0,0,0,0,0,0
@KagisoRabada25 before calling him immature just think about yourself.. you were banned for 2 matches by ICC for your inappropriate behaviour....  @imVkohli is the pride of our 125 crore hearts ......  #ICCWorldCup #cricket #DhoniKeepsTheGlove https://t.c,eng,hasoc_en_2769,0,0,0,0,0,0,0,0,0,0,0,0
@plumpne Double #dickhead 🖕🏽😜😜,eng,hasoc_en_2770,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC @ECB_cricket hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion. https://t.co/yLRpNKoASZ,eng,hasoc_en_2771,0,0,1,0,0,0,0,0,0,0,0,1
Benny the Butcher... @BennyBsf #thealmightytour #bennythebutcher #griseldarecords #buffalo #beatsnbars #hiphop #rap #boogiedownbronx #bronx #bx #fuckaroundlayaround #fucktrump #fucklindafairstein @ Sony Hall https://t.co/q6q7eCGjeC,eng,hasoc_en_2772,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @TuckerCarlson Got evidence of that brah?? Beyond your delusion? Like paper trail? Nah? Alright so your lying then #fucktrump #ImpeachDonaldTrumpNOW  #ImpeachmentHearingsNow   #ImpeachTheMFTraitor,eng,hasoc_en_2773,0,0,0,0,0,0,1,0,0,0,1,1
@TheRealOJ32 Why are you on my feed? #NeverForget #NicoleBrown #RonGoldman #MURDERER,eng,hasoc_en_2774,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC World design Changed.. https://t.co/HUUC7zL6rK,eng,hasoc_en_2775,0,0,0,0,0,0,0,0,0,0,0,0
@ABCNetwork You could make a drinking game every time Hannah jumps up on one of the bachelor's and wraps her legs around him. #barf #bachelorette #TheBachelorette @Andy @TMZ @HarveyLevinTMZ   #lukep #lukepisadick #kicklukepout #dickhead #fakeasfuck,eng,hasoc_en_2777,0,0,0,0,0,0,0,0,0,0,0,0
@TajinderBagga Writes A Hard-Hitting Message To Mamata Banerjee On #WorldBloodDonorDay    #DoctorsProtest   #DoctorStrike  #DoctorsFightBack   https://t.co/Pl1eglDYqP,eng,hasoc_en_2778,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove    @msdhoni isn't supposed to wear those gloves tomorrow but K.L. Rahul and Dinesh Karthik can.. just saying,eng,hasoc_en_2779,0,0,0,0,0,0,0,0,0,0,0,0
@sukiyer18 @Dramitjp @imMAK02 Yawn. Sorry Can't dumb down the issue further. Try reading to improve your grasp about issues . Or continue defending whichever political masters you lick. We will stand by #doctors and India #DoctorsFightBack,eng,hasoc_en_2780,0,0,0,0,0,0,0,0,0,0,0,0
@DelhiPolice If u all guys show the same dare to the #criminals and #rapist than #Delhi could be #crimefree. But as usual they show their strength to a poor driver who work hard to earn.  What to say more when rakshak is bhakshak.,eng,hasoc_en_2781,0,0,0,0,0,0,0,0,0,0,0,0
#toilynnkelly  #LACrime  #SugeKnight  #murderer helped by a gang of people including TMZ  https://t.co/MDjMwEysJ1,eng,hasoc_en_2782,0,0,0,0,0,0,0,0,0,0,0,0
@senatemajldr You're LYING to America and HIDING legislation from debate and votes! If you believe in your 'Senate Majority' then bring the bills to the floor! If you're on the right side of the issue you'll win. If not then GTFO. #RepublicanSocialism #GO,eng,hasoc_en_2783,0,0,0,0,0,0,0,0,0,0,0,0
Can't understand how stupid one can be where he can't let go his arrogance and ego for the whole fukin state...  #DoctorsFightBack  #DidiDividesIndia,eng,hasoc_en_2785,0,0,0,0,1,0,0,0,0,0,1,1
#ShameOnICC Misbah doing pushups on ground is nothing for ICC.but MS badge is under scanner woww.. If meaning of bias was something it should be ICC,eng,hasoc_en_2788,0,0,0,0,0,0,0,0,0,0,0,0
Why didn’t doctors protest for #DrPayalTadvi or #drkhafeel or when MCD hospital doctors protested for their due salaries? Why? I do believe in safe working atmosphere for doctors. Is it happening because of West Bengal politics ?. #DoctorsStrike #DoctorsFightBack #DoctorsProtest,eng,hasoc_en_2789,0,0,0,0,0,0,0,0,0,0,0,0
Wish I could be around to read the history books. I'm certain that this motherfucker @realDonaldTrump will be known as the worst TRAITOR this country has ever seen. &amp,eng,hasoc_en_2790,0,0,0,0,0,0,0,0,0,0,0,0
@Ghostofcass1 Who is “Trump?”    #JohnMcCainDayJune14 #TrumpIsATraitor #TrumpCriminal #gopcrimesyndicate,eng,hasoc_en_2792,1,0,0,0,0,0,0,0,0,0,0,1
Treo by Milton Giara Bottle Silica Glass 1000 ml 1 Pc (in 7 colors) @ Rs.336    https://t.co/QTWwHzEsMv     #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,eng,hasoc_en_2797,0,0,0,0,0,0,0,0,0,0,0,0
Wow! Look at all the lines of buyers!!! Was the store closed or is that just the typical turnout?? #DoucheBag https://t.co/1c8xfDzWGU,eng,hasoc_en_2798,0,0,0,0,0,0,1,0,0,0,1,1
Meanwhile UNpresident #pussygrabber dumb fuck @realDonaldTrump is still sitting in his office chillin. #FuckTrump https://t.co/3EG5sWyIpK,eng,hasoc_en_2799,0,0,0,0,0,0,0,0,0,0,0,0
@washingtonpost I might be grasping at straws here but he might be advocating seditious behavior by way of a wink and a nod in a tweet. #TrumpIsATraitor https://t.co/xv5eXO5iqp,eng,hasoc_en_2804,0,0,0,0,0,0,0,0,0,0,0,0
Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,eng,hasoc_en_2806,0,0,0,0,0,0,0,0,0,0,0,0
Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/2nxZ1cUFi5 (https://t.co/RO2OKk47km),eng,hasoc_en_2807,0,0,0,0,0,0,0,0,0,0,0,0
Bitch please he has/had no compassion for the Central Park 5 this shit is a stunt. Not saying her intentions isn't pure Trump shit is not. I need her to ask him about them babies in cages. #FUCKTRUMP #KimKardashian,eng,hasoc_en_2808,1,0,0,0,0,0,0,0,0,0,0,1
@DanCrenshawTX Chuch Schumer = #DoucheBag,eng,hasoc_en_2810,0,0,0,0,0,0,0,0,0,0,0,0
@gtconway3d They are right! #TrumpIsATraitor #TrumpIsANationalSecurityThreat,eng,hasoc_en_2812,0,0,0,0,0,0,0,0,0,0,0,0
@cdnfp @SecPompeo @StateDept @realDonaldTrump Prince of Walls??  #TrumpIsATraitor #NervousDonald,eng,hasoc_en_2813,0,0,0,0,0,0,1,0,0,0,1,1
